phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
3,5,1,2.259583204511612,2.51497483253479,0.9441854441854443,0.0001
3,5,2,4.508319312050229,2.5129828453063965,0.9438243673537792,0.0001
3,5,3,6.752638764608474,2.534989595413208,0.9131556896262779,0.0001
3,5,4,8.994069139541141,2.5310277938842773,0.9017659627953745,0.0001
3,5,5,11.239494092880733,2.547041177749634,0.9011169386169385,0.0001
3,5,6,13.480641553515479,2.527470350265503,0.9191448801742919,0.0001
3,5,7,15.717078289153084,2.5270354747772217,0.919300280329692,0.0001
3,5,8,17.952464924161397,2.516948938369751,0.9319399554693673,1e-05
3,5,9,20.184593227174545,2.535144567489624,0.9191448801742919,1e-05
3,5,10,22.415632388705298,2.540713310241699,0.8768749768749768,1e-05
3,5,11,24.644280491177998,2.5177371501922607,0.9319399554693673,1e-05
3,5,12,26.883803408486504,2.522197961807251,0.9191448801742919,1e-05
3,5,13,29.117046083722794,2.5163471698760986,0.9314944314944313,1e-05
3,5,14,31.345675693239485,2.5175061225891113,0.9267303502597619,1e-05
3,5,15,33.57609429359436,2.5105433464050293,0.9438243673537792,1.0000000000000002e-06
3,5,16,35.80469208898998,2.51623797416687,0.9319399554693673,1.0000000000000002e-06
3,5,17,38.034923874385775,2.5248260498046875,0.9196100196100195,1.0000000000000002e-06
3,5,18,40.264629824199375,2.5444071292877197,0.8841772606478489,1.0000000000000002e-06
3,5,19,42.49307083856492,2.521811008453369,0.9439797675091793,1.0000000000000002e-06
3,5,20,44.7246963092259,2.516202688217163,0.9077991452991453,1.0000000000000002e-06
