phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
5,5,1,2.699962856781543,3.0092434883117676,0.8452140452140453,0.0001
5,5,2,5.386467565843208,3.029791831970215,0.8262806448189693,0.0001
5,5,3,8.073344373223769,3.0321264266967773,0.8061565666406646,0.0001
5,5,4,10.75663766789077,3.0216012001037598,0.8572945125154525,0.0001
5,5,5,13.437314975201785,3.0229763984680176,0.8372407285063256,0.0001
5,5,6,16.11511474278704,3.0423004627227783,0.8002209301228909,0.0001
5,5,7,18.794632896107046,3.027751922607422,0.8263552384764505,0.0001
5,5,8,21.47037144881397,3.028019666671753,0.798575689841287,1e-05
5,5,9,24.143298042479472,3.011166572570801,0.8497479625446602,1e-05
5,5,10,26.818647010841563,3.020691156387329,0.8363118363118364,1e-05
