phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
8,5,1,3.1156393558303743,3.5549254417419434,0.6693756109624782,0.0001
8,5,2,6.215447002752668,3.5159788131713867,0.7546860724015307,0.0001
8,5,3,9.311334800168957,3.480434775352478,0.7783868586194168,0.0001
8,5,4,12.406113329190969,3.49075710773468,0.753181530805988,0.0001
8,5,5,15.501669229110542,3.480590581893921,0.7905449847310312,0.0001
8,5,6,18.586993997956057,3.474352478981018,0.7957988786306159,0.0001
8,5,7,21.676084948412946,3.4782540798187256,0.7923474635512939,0.0001
8,5,8,24.762574401204986,3.4821118116378784,0.7797642242238686,1e-05
8,5,9,27.847983646025316,3.4835089445114136,0.7484568934637333,1e-05
8,5,10,30.933477284131943,3.475204348564148,0.810921353055416,1e-05
