phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
10,5,1,3.286421684669533,3.8289101123809814,0.674391837414718,0.0001
10,5,2,6.56391552135423,3.820334315299988,0.6797028288639027,0.0001
10,5,3,9.838111134721759,3.827494978904724,0.6651019003367997,0.0001
10,5,4,13.115803756379524,3.8232709169387817,0.7065544338540785,0.0001
10,5,5,16.38958605183584,3.848060727119446,0.6758281982183011,0.0001
10,5,6,19.660260975858407,3.8566993474960327,0.7002124339668754,0.0001
10,5,7,22.931767814346465,3.827879786491394,0.745144496684173,0.0001
10,5,8,26.20568314219556,3.823834776878357,0.7653354875662521,1e-05
10,5,9,29.477004420180155,3.8245091438293457,0.7582401193139447,1e-05
10,5,10,32.74908034351712,3.827417254447937,0.7392399546761962,1e-05
