phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
8,5,1,3.103657218991906,3.484283685684204,0.7482114616088327,0.0001
8,5,2,6.200877434486139,3.4938197135925293,0.7377578426736816,0.0001
8,5,3,9.296784825867082,3.4859362840652466,0.7256071232815418,0.0001
8,5,4,12.389855617732671,3.5021616220474243,0.6800368451531242,0.0001
8,5,5,15.482622334493149,3.4800806045532227,0.740510162047068,0.0001
8,5,6,18.569274001957595,3.4756909608840942,0.7506551940403252,0.0001
8,5,7,21.657125440865812,3.489666223526001,0.7237583183062402,0.0001
8,5,8,24.741557982615653,3.4881107807159424,0.7320184552742692,1e-05
8,5,9,27.826421518086928,3.484544038772583,0.7253077933563273,1e-05
8,5,10,30.90793831637829,3.4883087873458862,0.7394295717429132,1e-05
