phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
7,5,1,2.9958521840961407,3.387448787689209,0.6633491158701241,0.0001
7,5,2,5.977117735970469,3.386746883392334,0.678587798755866,0.0001
7,5,3,8.962615275482753,3.382530450820923,0.7399551793961731,0.0001
7,5,4,11.939843191761351,3.3835039138793945,0.7382787046104546,0.0001
7,5,5,14.915720123626198,3.392711877822876,0.7694041719251803,0.0001
7,5,6,17.88662041879598,3.394394636154175,0.7685052995557197,0.0001
7,5,7,20.858833158365353,3.3828933238983154,0.7612972928098978,0.0001
7,5,8,23.830085631693755,3.3790576457977295,0.7657191081560829,1e-05
7,5,9,26.799434987072168,3.3952553272247314,0.7355511705356905,1e-05
7,5,10,29.76614751476623,3.379347801208496,0.7489314505573182,1e-05
