phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
10,5,1,3.2902603929548313,3.844809055328369,0.6851355482373864,0.0001
10,5,2,6.575011026083129,3.858096480369568,0.7105892692647529,0.0001
10,5,3,9.862376753595317,3.8059825897216797,0.7384679375105747,0.0001
10,5,4,13.142224994844108,3.831212878227234,0.7340176601921569,0.0001
10,5,5,16.419116636349482,3.83579421043396,0.7326298608177803,0.0001
10,5,6,19.694942642332915,3.8342236280441284,0.7246558575064402,0.0001
10,5,7,22.970585513393548,3.8167030811309814,0.7457625176577116,0.0001
10,5,8,26.244943570613064,3.811527371406555,0.7291952454704131,1e-05
10,5,9,29.520055071141364,3.8131635189056396,0.7364323891663014,1e-05
10,5,10,32.79350646708366,3.81955349445343,0.7353746661287126,1e-05
