phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
3,5,1,2.22966191436671,2.4971303939819336,0.9377074167662404,0.0001
3,5,2,4.456694370583643,2.493985891342163,0.93594227994228,0.0001
3,5,3,6.684631646769292,2.484595775604248,0.9602325293753864,0.0001
3,5,4,8.909406744142792,2.484861373901367,0.9818751090179662,0.0001
3,5,5,11.131953851750799,2.4940025806427,0.9717290142164094,0.0001
3,5,6,13.351971602808742,2.4930137395858765,0.9718763141620285,0.0001
3,5,7,15.572062140275657,2.4892302751541138,0.9715987318004126,0.0001
3,5,8,17.79375938893035,2.4797134399414062,0.9943549783549783,1e-05
3,5,9,20.01724251849071,2.482497215270996,0.9830624613481755,1e-05
3,5,10,22.2357889107008,2.483680248260498,0.9772565026010404,1e-05
3,5,11,24.45257723079955,2.4842952489852905,0.9828048142333857,1e-05
3,5,12,26.674205594592625,2.4779045581817627,0.9832380952380954,1e-05
3,5,13,28.892942688468473,2.497038245201111,0.9543735682470756,1e-05
3,5,14,31.11122467447434,2.489833950996399,0.9600194091622665,1e-05
3,5,15,33.33058010240815,2.4874675273895264,0.9707308748060627,1.0000000000000002e-06
3,5,16,35.55155045070729,2.484134078025818,0.970932178932179,1.0000000000000002e-06
3,5,17,37.77187392983255,2.4830970764160156,0.9769411354285304,1.0000000000000002e-06
3,5,18,39.988828464902404,2.4874857664108276,0.9660180320932201,1.0000000000000002e-06
3,5,19,42.2063402522633,2.4779293537139893,0.9943549783549783,1.0000000000000002e-06
3,5,20,44.42655286406666,2.48249614238739,0.9828438041883419,1.0000000000000002e-06
