phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
6,5,1,2.8330755523619984,3.205104351043701,0.8689007925207021,0.0001
6,5,2,5.658144162895809,3.2407429218292236,0.8321913689143982,0.0001
6,5,3,8.481028609600857,3.2644693851470947,0.8039607642046053,0.0001
6,5,4,11.303442174753336,3.234144369761149,0.8803618979189882,0.0001
6,5,5,14.12274697408321,3.219353119532267,0.8823160683794167,0.0001
6,5,6,16.94348800525813,3.236659129460653,0.887389910240589,0.0001
6,5,7,19.76130204944651,3.22167174021403,0.8612142940102515,0.0001
6,5,8,22.578370937728078,3.212841590245565,0.8745052759853559,1e-05
6,5,9,25.39471864616544,3.2208489576975503,0.8728669749137585,1e-05
6,5,10,28.209581002666344,3.214000701904297,0.8847810500022666,1e-05
6,5,11,31.024872621682356,3.2131147384643555,0.8983942497056288,1e-05
6,5,12,33.842972330199274,3.218672037124634,0.8648555529902942,1e-05
6,5,13,36.65957053111459,3.217149019241333,0.8961374101374365,1e-05
6,5,14,39.4737146715002,3.2166581948598227,0.8952168648624155,1e-05
6,5,15,42.28981627332268,3.2229907512664795,0.898948991998263,1.0000000000000002e-06
6,5,16,45.1059252264126,3.2196043332417807,0.8949962515176455,1.0000000000000002e-06
6,5,17,47.9214672918313,3.2152370611826577,0.897219548593994,1.0000000000000002e-06
6,5,18,50.73625038362102,3.224649985631307,0.8822072676253127,1.0000000000000002e-06
6,5,19,53.55105334306718,3.221510092417399,0.8985983382731285,1.0000000000000002e-06
6,5,20,56.36792637760674,3.2132259209950766,0.8943244304612091,1.0000000000000002e-06
