phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
8,5,1,3.077268133163452,3.5395124554634094,0.8211505552581166,0.0001
8,5,2,6.151032662140696,3.5812713503837585,0.7360847578813476,0.0001
8,5,3,9.221603947689658,3.588506042957306,0.7435925306078104,0.0001
8,5,4,12.289940839064748,3.5563759207725525,0.7808082023324916,0.0001
8,5,5,15.360691781796907,3.5929529070854187,0.7365503200897656,0.0001
8,5,6,18.42796190563001,3.5865615606307983,0.747339202412575,0.0001
8,5,7,21.494051629618596,3.56639963388443,0.7669699563585508,0.0001
8,5,8,24.56354730606079,3.568733334541321,0.7601412056274162,1e-05
8,5,9,27.629632633610775,3.5577263236045837,0.7784579997578617,1e-05
8,5,10,30.696405325939782,3.5606250762939453,0.7609175022570233,1e-05
8,5,11,33.76268455706145,3.5587456226348877,0.7741121171009545,1e-05
8,5,12,36.82784480195296,3.5543332695961,0.782927673908088,1e-05
8,5,13,39.89569099928203,3.5612610578536987,0.7948583071276768,1e-05
8,5,14,42.961231240222325,3.551737904548645,0.7849260599263274,1e-05
8,5,15,46.02759047106693,3.551853835582733,0.8239347274508708,1.0000000000000002e-06
8,5,16,49.09440298933732,3.553981125354767,0.7958831188869501,1.0000000000000002e-06
8,5,17,52.16079688674525,3.5526468753814697,0.7707479205314004,1.0000000000000002e-06
8,5,18,55.228476760261934,3.554399073123932,0.792915790860169,1.0000000000000002e-06
8,5,19,58.294630233865036,3.5606661438941956,0.7695808370489601,1.0000000000000002e-06
8,5,20,61.361563202707394,3.5592783093452454,0.7910340507493397,1.0000000000000002e-06
