phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
5,5,1,2.684800433154082,3.0260136127471924,0.8043737407373772,0.0001
5,5,2,5.365029320644973,3.0366978645324707,0.7629816542472514,0.0001
5,5,3,8.045770143144694,3.0366880893707275,0.8147873912579794,0.0001
5,5,4,10.723719250616716,3.028815269470215,0.8074414593131172,0.0001
5,5,5,13.40043174321927,3.0362887382507324,0.8014266597599932,0.0001
5,5,6,16.079126282552977,3.035306692123413,0.7509661725348,0.0001
5,5,7,18.752720190652052,3.0383477210998535,0.7747359852623011,0.0001
5,5,8,21.421275991890298,3.0134034156799316,0.7768799102132435,1e-05
5,5,9,24.099317087000937,3.0122852325439453,0.8101391785602311,1e-05
5,5,10,26.771248096197695,3.0052883625030518,0.833079201500254,1e-05
5,5,11,29.444589611273916,3.009845733642578,0.8340777859494437,1e-05
5,5,12,32.11350489501378,2.9975028038024902,0.7661716180432758,1e-05
5,5,13,34.78299814492614,3.0048162937164307,0.8164378831045498,1e-05
5,5,14,37.45035786844378,3.0126357078552246,0.8209962876629543,1e-05
5,5,15,40.118800861751616,3.0056545734405518,0.8180386864597392,1.0000000000000002e-06
5,5,16,42.78635068994072,3.0083580017089844,0.8158149842360368,1.0000000000000002e-06
5,5,17,45.45536200245421,3.009495496749878,0.753944675513303,1.0000000000000002e-06
5,5,18,48.12320866057621,2.9980854988098145,0.8073663522579931,1.0000000000000002e-06
5,5,19,50.79259230623293,3.0029876232147217,0.8034632034632034,1.0000000000000002e-06
5,5,20,53.46626933495603,3.0161819458007812,0.8134665701229169,1.0000000000000002e-06
