phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
6,5,1,2.83685453154824,3.1934759616851807,0.7960347233645159,0.0001
6,5,2,5.669999820535833,3.2098886966705322,0.807932632375215,0.0001
6,5,3,8.49823573285883,3.2030346393585205,0.8628041383572953,0.0001
6,5,4,11.326158640601419,3.1913280487060547,0.863135432954645,0.0001
6,5,5,14.152927350997924,3.20463228225708,0.8509030170525044,0.0001
6,5,6,16.97886124090715,3.2169394493103027,0.8603647881170816,0.0001
6,5,7,19.808907474171033,3.201845407485962,0.8839376729284986,0.0001
6,5,8,22.635721150311557,3.2007064819335938,0.8830236022896573,1e-05
6,5,9,25.460252540761775,3.197972059249878,0.9174199908144862,1e-05
6,5,10,28.28558210893111,3.193007230758667,0.9068408356050018,1e-05
6,5,11,31.11299881501631,3.2040774822235107,0.8893436838390967,1e-05
6,5,12,33.93379208391363,3.2017624378204346,0.9097310436759978,1e-05
6,5,13,36.75571439049461,3.1915037631988525,0.8915246173745903,1e-05
6,5,14,39.57467741532759,3.2003915309906006,0.914012389241747,1e-05
6,5,15,42.39795705188404,3.193668842315674,0.8996829877563821,1.0000000000000002e-06
6,5,16,45.222801546616985,3.2004342079162598,0.8826044495769266,1.0000000000000002e-06
6,5,17,48.042348709973425,3.2062973976135254,0.9063293485311834,1.0000000000000002e-06
6,5,18,50.86552482518283,3.1973447799682617,0.9050419509135104,1.0000000000000002e-06
6,5,19,53.686602588133375,3.1957473754882812,0.9260409315455187,1.0000000000000002e-06
6,5,20,56.50757133310491,3.1987078189849854,0.9038187093232964,1.0000000000000002e-06
