phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
7,5,1,2.971831511254091,3.347372531890869,0.7920982256232144,0.0001
7,5,2,5.934120914427306,3.349719762802124,0.8096851794330784,0.0001
7,5,3,8.898064914607602,3.3626391887664795,0.8281685908972117,0.0001
7,5,4,11.858281285194174,3.3633999824523926,0.8115218115218115,0.0001
7,5,5,14.818529649758439,3.3807497024536133,0.8253651385139273,0.0001
7,5,6,17.778055720748263,3.389615297317505,0.8178036507926976,0.0001
7,5,7,20.735648898400022,3.3696486949920654,0.8186778674173633,0.0001
7,5,8,23.696981566720428,3.3774068355560303,0.8284118910722185,1e-05
7,5,9,26.65332355758635,3.375518560409546,0.8204158819705037,1e-05
7,5,10,29.613485668493613,3.3643572330474854,0.8130653550327303,1e-05
7,5,11,32.56967986078941,3.3665730953216553,0.8167070791020371,1e-05
7,5,12,35.5238754539809,3.3814635276794434,0.8109296207170651,1e-05
7,5,13,38.48237141904472,3.3746683597564697,0.8038446147689845,1e-05
7,5,14,41.437603772933514,3.387816905975342,0.8274748594076325,1e-05
7,5,15,44.395161519988314,3.3812968730926514,0.8010683993877271,1.0000000000000002e-06
7,5,16,47.35316079830026,3.3795814514160156,0.7894137355548518,1.0000000000000002e-06
7,5,17,50.30888800840498,3.3648552894592285,0.8124741738187115,1.0000000000000002e-06
7,5,18,53.269613834604556,3.368844747543335,0.8149054493592308,1.0000000000000002e-06
7,5,19,56.223152967676455,3.361435890197754,0.8293975206975701,1.0000000000000002e-06
7,5,20,59.17790575007515,3.3675005435943604,0.8274785315917558,1.0000000000000002e-06
